Gene	Cluster_00	Cluster_01	Cluster_02	Cluster_03	Cluster_04	Cluster_05	Cluster_06	Cluster_07	Cluster_08	Cluster_09	Cluster_10	Cluster_11	Cluster_12	Cluster_13	Cluster_14	Cluster_15	Cluster_16	Cluster_17	Cluster_18	Cluster_19	Cluster_20	Cluster_21	Cluster_22	Cluster_23	Cluster_24	Cluster_25	Cluster_26	Cluster_27	Cluster_28	Cluster_29	Cluster_30	Cluster_31	Total_Up_Regulated
SLTM	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	10
TRIP4	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	10
HACD3	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
SNAPC5	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	10
AAGAB	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	10
IQCH.AS1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	10
THSD4	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	10
BBS4	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	10
PML	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
CLK3	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
CSK	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
COMMD4	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
RCN2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	10
TMED3	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
FSD2	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	10
TM6SF1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	10
RP11.382A20.3	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
POLG	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	10
AP3S2	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	10
CHD2	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
HBA2	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
METRN	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	10
RPUSD1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	10
BAIAP3	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	10
SPSB3	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
TBL3	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
SLC9A3R2	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	10
TSC2	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
ERVK13.1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
TNFRSF12A	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
CORO7	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
EEF2KMT	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	10
MKL2	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
RP11.958N24.1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	10
EEF2K	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	10
RRN3P3	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
GTF3C1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	10
XPO6	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
ATP2A1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	10
HIRIP3	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	10
ZNF771	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	10
ZNF688	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	10
VKORC1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
ZNF423	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	10
CRNDE	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
COQ9	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	10
SETD6	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	10
TK2	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
CMTM3	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
GFOD2	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	10
RANBP10	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	10
NIP7	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
PDXDC2P	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
SMG1P7	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	10
EXOSC6	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
SF3B3	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
AP1G1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	10
RFWD3	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
TMEM170A	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
COX4I1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	10
LINC02188	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	10
ZC3H18	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	10
NCBP3	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
SPAG7	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	10
GABARAP	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
NEURL4	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	10
CHRNB1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	10
ATP1B2	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	10
CNTROB	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
SCO1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	10
ADPRM	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	10
TMEM220	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
LRRC75A.AS1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
MAPK7	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	10
WSB1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
TMEM199	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	10
PHF12	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
NUFIP2	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
TP53I13	0	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	10
CORO6	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
RNF135	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	10
ZNF207	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
CCT6B	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	10
ZNF830	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
ACACA	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
PIP4K2B	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	10
FBXL20	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
RARA	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	10
TMEM99	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	10
ATP6V0A1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
RP11.242D8.1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
TMUB2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
FAM117A	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
MRPL27	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	10
COX11	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	10
AKAP1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	10
MSI2	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	10
CLTC	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	10
PTRH2	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
TACO1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	10
MAP3K3	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	10
CCDC47	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	10
SCN4A	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	10
POLG2	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
WIPI1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	10
RP1.193H18.2	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	10
SOX9.AS1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	10
GGA3	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	10
CASKIN2	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
RECQL5	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
SPHK1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
SRSF2	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
SNHG20	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
TIMP2	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	10
TBC1D16	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
RPTOR	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	10
CEP131	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
FAAP100	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
ARHGDIA	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
MAFG	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	10
C17orf62	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
FN3KRP	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
ENOSF1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
MYL12B	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
DLGAP1.AS1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
RAB31	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	10
APCDD1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	10
ROCK1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
ABHD3	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
MIB1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
TPGS2	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
CTIF	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	10
DYM	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	10
SEC11C	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
KIAA1468	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
SERPINB8	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
ATP9B	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
TPGS1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
MED16	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
ARHGAP45	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
NDUFS7	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	10
AES	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	10
DAPK3	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	10
EEF2	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
PIAS4	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	10
CTB.50L17.10	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
SEMA6B	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
CLPP	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	10
GTF2F1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	10
ZNF358	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	10
XAB2	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
KANK3	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
HNRNPM	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
ADAMTS10	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	10
ZNF426	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
ZNF562	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
EIF3G	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
KANK2	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	10
CCDC159	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	10
PLPPR2	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	10
PRKCSH	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
FARSA	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
RAD23A	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	10
NFIX	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	10
IER2	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
NDUFB7	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	10
CPAMD8	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	10
PGPEP1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	10
SUGP2	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
ZNF431	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
PEPD	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
HSPB6	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	10
ARHGAP33	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	10
ZNF146	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
YIF1B	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	10
HNRNPL	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
PAK4	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	10
SERTAD1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	10
NUMBL	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
DEDD2	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
APOC1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
RTN2	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	10
SYMPK	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
CCDC61	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
CALM3	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	10
GLTSCR1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	10
EMP3	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	10
GRWD1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	10
TEAD2	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	10
RPS11	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	10
