Genes	BaseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TNS2	253.715674058463	-0.000150290664759513	1.57235819326608e-05	-9.55829692007594	1.19710355894265e-21	1.91536569430824e-20
SPRYD3	253.715674058463	-0.000562242086997448	0.000116575915999224	-4.8229694974148	1.41436606767442e-06	7.54328569426355e-06
IGFBP6	253.715674058463	-6.80698895493536e-05	5.93017965456669e-05	-1.14785543633462	0.251028247572856	0.472523760137141
CSAD	253.715674058463	-0.00238087946885779	0.000259194871882577	-9.18567351107318	4.08959974898495e-20	2.18111986612531e-19
ZNF740	253.715674058463	-0.00103026472185301	0.000220790665924558	-4.66625125450297	3.06744582921721e-06	1.63597110891584e-05
RARG	253.715674058463	0.000154788708993862	0.000400858122995183	0.38614337620825	0.699390486765582	0.860788291403793
PFDN5	253.715674058463	-0.000189390868782146	8.61766271235631e-05	-2.19770574810953	0.0279700816713743	0.0447521306741989
C12orf10	253.715674058463	-0.000978174035403169	0.000186523061154186	-5.24425253022509	1.5691715982532e-07	6.2766863930128e-07
AAAS	253.715674058463	-0.000533681355243262	0.000127162735260192	-4.19683765177965	2.70667811316149e-05	7.87397269283343e-05
SP1	253.715674058463	-0.000205441622828712	4.74329375619e-05	-4.33120176376618	1.48297712574487e-05	0.00011863817005959
PRR13	253.715674058463	-0.000414517023661646	5.75341013990777e-05	-7.20471882903678	5.81637437839975e-13	9.3061990054396e-12
PCBP2	253.715674058463	-1.85146149381907e-05	1.91810914598508e-05	-0.965253462085034	0.334417875139584	0.563230105498246
RP11.793H13.11	253.715674058463	-3.69868977198943e-05	0.000828090408415006	-0.0446652893742466	0.964374101138717	0.995482943110933
TARBP2	253.715674058463	-0.000225957410140884	0.000402634446077206	-0.561197414534068	0.574662965299269	0.707277495752947
ATF7	253.715674058463	-0.000350453139731121	0.000105476345224291	-3.32257568259402	0.000891904726702413	0.0025946319322252
ATP5G2	253.715674058463	1.0701591107833e-05	1.67905701743651e-05	0.637357218766254	0.523892188116565	0.728893479118699
CALCOCO1	253.715674058463	-5.97428419170048e-05	1.15171192089872e-05	-5.18730776619778	2.13355974774393e-07	1.09556192777519e-06
